Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
36,0,1,0,2,3,3,1058,0,5,2,1,22900,4.0,11,8,0,15.0,5,1,0,0,4.0,2.0,3.0,3,3
43,0,2,0,8,3,1,1059,1,1,7,1,36000,1.0,23,8,0,7.0,2,7,7,7,1.0,4.0,3.0,3,4
27,0,2,0,8,4,0,1060,1,5,1,0,21070,0.0,13,8,0,6.0,2,5,0,2,4.0,4.0,2.0,3,3
29,0,2,1,6,2,1,1061,1,1,8,1,41150,1.0,11,8,0,11.0,1,11,3,10,4.0,4.0,4.0,3,3
32,0,2,0,9,4,0,1062,1,4,0,0,43270,8.0,13,8,0,4.0,4,0,0,0,4.0,4.0,4.0,3,3
42,0,0,1,11,3,1,1063,1,1,5,1,178560,3.0,18,8,0,10.0,2,6,3,3,3.0,3.0,2.0,3,3
47,0,1,0,2,2,0,1064,0,5,5,0,31960,4.0,14,8,1,7.0,3,2,2,0,2.0,3.0,3.0,2,3
46,0,1,2,1,3,0,1065,0,1,2,2,190810,3.0,21,8,0,12.0,2,9,4,7,4.0,4.0,2.0,3,4
28,0,0,1,7,3,0,1066,1,1,0,2,89660,1.0,16,8,1,3.0,3,3,2,2,3.0,4.0,3.0,2,3
29,0,1,1,16,3,1,1067,0,1,3,2,22100,8.0,11,8,1,11.0,4,7,1,6,4.0,3.0,3.0,3,3
42,0,1,0,2,4,1,1068,0,2,7,0,45390,4.0,17,8,1,8.0,5,0,0,0,4.0,3.0,3.0,3,3
32,1,1,1,1,1,1,1069,1,2,2,0,27410,7.0,11,8,0,7.0,3,2,2,2,3.0,2.0,2.0,3,3
46,0,1,1,23,1,0,1070,1,2,2,2,34910,2.0,14,8,0,25.0,0,19,2,8,1.0,1.0,3.0,3,3
27,0,1,0,2,3,0,1071,0,5,1,1,45410,1.0,14,8,2,9.0,4,9,5,8,2.0,3.0,3.0,4,3
29,0,1,1,1,2,1,1072,1,3,0,1,26780,1.0,25,8,1,1.0,3,1,0,0,4.0,2.0,3.0,3,4
43,0,1,1,1,3,0,1073,1,1,3,1,73790,7.0,13,8,2,21.0,3,16,6,14,1.0,3.0,3.0,2,3
48,0,1,1,2,3,0,1074,0,2,5,1,62720,4.0,14,8,0,29.0,3,22,12,9,4.0,2.0,3.0,2,3
29,1,2,1,13,2,0,1075,0,1,2,0,52200,1.0,17,8,0,1.0,3,1,1,0,4.0,4.0,2.0,2,3
46,1,1,1,4,4,1,1076,0,2,6,1,27430,5.0,25,8,1,14.0,1,8,0,7,3.0,2.0,3.0,4,4
27,0,2,1,16,4,1,1077,1,3,4,1,49980,0.0,20,8,2,8.0,3,7,7,3,4.0,1.0,2.0,3,4
39,0,1,1,2,3,3,1078,1,3,4,2,102520,8.0,13,8,1,7.0,3,2,2,2,3.0,4.0,3.0,3,3
55,0,1,1,2,3,0,1079,0,1,8,1,27810,8.0,13,8,1,19.0,2,5,0,4,2.0,4.0,4.0,3,3
28,0,1,1,29,2,0,1080,1,2,2,1,68520,1.0,18,8,1,1.0,2,1,0,0,2.0,2.0,3.0,4,3
30,1,1,0,12,4,0,1081,0,2,0,0,49500,1.0,12,8,2,1.0,3,1,0,0,2.0,4.0,2.0,3,3
22,1,1,1,16,2,0,1082,0,2,2,0,35790,1.0,19,8,3,1.0,3,1,0,0,4.0,2.0,3.0,3,3
36,0,1,1,11,3,0,1083,1,1,0,1,131910,1.0,14,8,1,10.0,2,10,1,7,2.0,3.0,3.0,2,3
31,0,1,1,2,4,0,1084,0,5,5,2,103770,1.0,14,8,0,10.0,2,10,0,2,2.0,3.0,3.0,3,3
34,0,1,0,14,2,3,1085,0,1,0,1,22350,2.0,14,8,1,9.0,2,5,1,0,3.0,4.0,3.0,3,3
29,0,1,1,5,5,0,1086,0,1,0,0,105020,3.0,12,8,0,11.0,4,3,1,2,4.0,1.0,3.0,2,3
37,0,1,1,7,2,1,1087,1,1,3,1,20110,5.0,13,8,0,16.0,4,5,0,4,4.0,1.0,3.0,4,3
35,0,1,0,2,1,3,1088,1,2,2,1,18590,0.0,25,8,1,4.0,2,3,0,2,4.0,2.0,3.0,2,4
45,0,1,1,3,3,1,1089,0,2,0,1,37600,0.0,14,8,1,10.0,2,9,3,8,2.0,4.0,2.0,2,3
36,0,2,1,5,3,1,1090,0,4,3,0,177790,1.0,17,8,1,10.0,5,10,0,8,2.0,4.0,2.0,1,3
40,0,1,1,3,3,5,1091,1,1,0,2,68330,2.0,13,8,0,22.0,3,19,11,16,1.0,1.0,3.0,3,3
26,0,1,1,26,2,0,1092,1,2,8,1,68120,1.0,13,8,0,1.0,2,1,1,0,2.0,3.0,2.0,2,3
27,0,1,1,4,3,3,1093,1,2,3,0,51710,0.0,20,8,1,9.0,1,8,0,7,1.0,3.0,3.0,2,4
48,0,2,1,2,3,0,1094,1,2,7,2,197400,3.0,14,8,0,24.0,2,22,4,7,4.0,4.0,3.0,4,3
44,0,1,0,1,2,1,1095,1,4,5,1,187110,2.0,12,8,1,10.0,0,2,2,2,2.0,1.0,3.0,3,3
34,1,0,1,27,2,0,1096,0,1,6,1,36920,1.0,12,8,1,5.0,5,5,3,0,4.0,1.0,3.0,3,3
56,1,1,2,1,2,1,1097,0,5,0,0,25590,1.0,21,8,0,5.0,3,4,1,0,1.0,4.0,3.0,3,4
36,0,1,1,13,3,3,1098,0,3,4,1,25170,2.0,14,8,0,12.0,3,4,1,3,3.0,2.0,1.0,3,3
41,0,1,1,5,3,0,1099,0,1,0,1,66230,5.0,18,8,0,14.0,3,5,1,4,3.0,2.0,3.0,3,3
42,0,1,1,7,3,3,1100,0,2,0,1,182650,9.0,12,8,1,18.0,4,13,5,7,3.0,1.0,4.0,3,3
31,0,1,0,9,4,0,1101,0,1,0,2,161240,2.0,23,8,1,8.0,2,5,1,4,3.0,4.0,3.0,2,4
34,0,1,1,8,1,0,1102,0,3,2,1,25850,3.0,12,8,0,9.0,5,4,0,1,4.0,4.0,2.0,3,3
31,0,1,0,25,2,0,1103,0,3,3,2,182130,8.0,21,8,2,4.0,3,2,2,2,1.0,3.0,2.0,4,4
26,0,2,0,16,2,0,1104,1,2,4,1,83800,1.0,14,8,0,8.0,3,7,7,7,3.0,4.0,3.0,4,3
45,0,2,1,8,4,0,1105,0,2,5,0,29940,4.0,18,8,1,12.0,2,4,0,3,2.0,3.0,3.0,3,3
33,0,1,0,1,3,0,1106,0,5,0,0,12230,1.0,13,8,1,10.0,3,10,0,9,2.0,3.0,2.0,3,3
28,0,2,0,8,3,0,1107,1,4,1,1,11180,1.0,11,8,0,7.0,3,7,0,7,3.0,4.0,3.0,3,3
29,1,2,2,2,4,4,1108,1,2,0,0,28750,1.0,11,8,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3
39,0,0,1,8,5,1,1109,0,2,6,1,188240,6.0,19,8,1,10.0,4,3,1,2,1.0,3.0,3.0,3,3
27,0,1,0,3,2,3,1110,1,2,4,1,135770,1.0,12,8,1,6.0,2,5,1,2,2.0,2.0,2.0,3,3
34,0,2,1,9,4,0,1111,0,2,3,1,26250,1.0,12,8,3,16.0,4,15,6,11,3.0,4.0,3.0,3,3
28,1,1,1,25,3,3,1112,1,1,7,0,187890,3.0,16,8,1,6.0,4,2,2,2,4.0,3.0,3.0,3,3
47,0,0,1,1,4,1,1113,1,1,1,1,45380,8.0,11,8,0,16.0,3,8,1,7,3.0,2.0,4.0,3,3
56,0,1,1,4,3,3,1114,0,2,0,1,198470,4.0,14,8,0,6.0,6,0,0,0,4.0,1.0,3.0,3,3
39,0,1,1,1,3,5,1115,0,1,2,1,105120,1.0,12,8,1,10.0,2,10,7,9,1.0,1.0,3.0,3,3
38,0,2,1,4,2,1,1116,0,1,5,2,44440,1.0,13,8,0,20.0,2,20,0,7,4.0,2.0,3.0,3,3
58,0,1,0,5,3,2,1117,1,5,6,1,21540,4.0,21,8,1,29.0,3,1,0,0,4.0,4.0,2.0,3,4
32,1,2,1,9,3,0,1118,1,2,2,0,191900,3.0,17,8,1,8.0,2,4,0,3,1.0,3.0,3.0,3,3
38,0,1,1,3,4,0,1119,0,1,6,2,44900,2.0,21,8,1,10.0,1,5,0,3,2.0,4.0,4.0,3,4
49,0,2,0,11,4,0,1120,1,2,1,1,35060,3.0,11,8,1,28.0,4,5,4,3,2.0,4.0,3.0,2,3
42,0,1,0,1,3,0,1121,0,1,0,2,23720,3.0,12,8,1,14.0,3,0,0,0,2.0,4.0,3.0,3,3
27,1,2,0,8,1,0,1122,1,4,2,1,102310,1.0,13,8,1,1.0,2,1,0,0,1.0,2.0,3.0,3,3
35,0,1,1,25,1,1,1123,1,1,0,1,54100,0.0,18,8,0,6.0,4,5,0,4,2.0,1.0,1.0,3,3
28,0,0,1,21,1,1,1124,1,3,1,0,79780,1.0,16,8,2,5.0,2,5,1,4,3.0,3.0,2.0,3,3
31,0,0,0,23,1,1,1125,1,1,0,2,38670,1.0,11,8,1,4.0,4,4,2,3,3.0,1.0,4.0,4,3
36,0,0,1,1,3,0,1126,1,2,1,1,28380,1.0,19,8,2,5.0,5,5,0,2,1.0,2.0,3.0,1,3
34,0,1,0,2,3,2,1127,1,4,4,0,46950,1.0,16,8,1,14.0,2,14,2,1,1.0,4.0,2.0,3,3
34,0,1,1,19,3,3,1128,0,1,7,2,33390,1.0,16,8,0,9.0,2,8,1,1,4.0,3.0,2.0,2,3
26,0,1,1,2,2,0,1129,1,2,1,0,20800,0.0,13,8,0,8.0,6,7,7,6,3.0,1.0,2.0,4,3
29,0,1,1,2,4,5,1130,1,2,2,1,20960,0.0,22,8,0,6.0,2,5,0,2,1.0,1.0,2.0,4,4
32,0,0,1,3,1,0,1131,1,3,5,2,62090,5.0,17,8,1,9.0,5,5,1,2,3.0,4.0,3.0,4,3
31,0,2,1,25,5,3,1132,0,2,8,1,180610,1.0,14,8,1,10.0,2,10,8,7,4.0,1.0,3.0,3,3
28,1,1,0,7,5,0,1133,0,2,6,2,171230,5.0,15,8,1,6.0,2,4,0,3,3.0,4.0,2.0,2,3
38,0,1,1,9,2,3,1134,1,3,6,0,23720,4.0,12,8,0,20.0,3,1,0,0,1.0,1.0,2.0,2,3
35,0,1,1,5,3,0,1135,1,2,6,1,48830,1.0,18,8,1,10.0,1,10,0,9,3.0,4.0,3.0,1,3
27,0,1,0,2,3,0,1136,0,1,5,0,39040,1.0,15,8,0,7.0,2,7,0,7,4.0,4.0,3.0,3,3
32,0,1,1,8,1,1,1137,0,2,1,0,46270,8.0,17,8,1,8.0,2,1,0,0,4.0,4.0,3.0,2,3
31,1,2,1,2,1,5,1138,1,3,0,1,70940,1.0,14,8,1,10.0,2,10,0,8,1.0,4.0,3.0,3,3
53,1,1,1,18,3,1,1139,1,1,1,0,34230,6.0,15,8,1,15.0,4,2,2,2,1.0,1.0,2.0,3,3
54,0,1,1,14,3,5,1140,1,3,1,1,66740,3.0,17,8,1,9.0,2,4,2,3,1.0,3.0,2.0,3,3
33,0,2,1,2,4,1,1141,0,4,0,2,168800,1.0,14,8,3,9.0,2,9,2,8,4.0,3.0,3.0,3,3
43,0,1,1,3,3,1,1142,1,1,1,1,90940,1.0,12,8,1,10.0,0,10,0,9,1.0,3.0,3.0,3,3
38,0,2,1,2,5,1,1143,0,4,0,1,84460,0.0,14,8,0,7.0,3,6,1,2,4.0,2.0,3.0,2,3
55,0,1,0,9,3,2,1144,1,2,2,1,119160,4.0,15,8,1,35.0,3,10,1,4,3.0,2.0,3.0,2,3
31,0,1,0,6,3,5,1145,1,1,3,2,45340,1.0,13,8,0,1.0,2,1,0,0,4.0,4.0,3.0,3,3
39,0,1,1,4,3,0,1146,1,2,0,0,98520,0.0,12,8,1,21.0,5,20,11,10,2.0,1.0,3.0,2,3
42,0,0,1,10,4,0,1147,0,2,1,0,61510,1.0,13,8,1,20.0,3,20,3,7,4.0,3.0,3.0,3,3
31,0,0,1,14,2,0,1148,1,2,4,1,23020,4.0,14,8,0,13.0,3,11,4,8,3.0,3.0,4.0,3,3
54,0,1,1,1,3,1,1149,0,2,8,0,23620,6.0,13,8,1,9.0,2,5,1,4,3.0,1.0,3.0,4,3
24,0,1,1,5,4,5,1150,1,1,3,0,178610,1.0,11,8,2,4.0,5,4,1,2,2.0,3.0,2.0,1,3
23,0,1,1,7,3,0,1151,1,2,1,0,191870,1.0,11,8,1,5.0,2,5,1,4,4.0,4.0,4.0,3,3
40,0,2,1,21,3,1,1152,0,3,1,1,197170,1.0,21,8,0,10.0,1,10,9,4,4.0,3.0,4.0,2,4
40,0,1,1,8,1,1,1153,0,5,1,1,35440,3.0,18,8,3,15.0,3,11,5,10,2.0,2.0,3.0,2,3
25,0,1,0,20,5,1,1154,0,2,2,1,85000,4.0,12,8,0,6.0,2,2,1,2,3.0,2.0,3.0,3,3
30,0,1,2,20,4,0,1155,1,2,1,1,46610,1.0,11,8,0,12.0,3,12,1,7,4.0,2.0,2.0,2,3
25,0,1,1,7,2,1,1156,1,5,0,2,41030,6.0,15,8,1,7.0,2,2,0,2,4.0,3.0,2.0,3,3
47,0,1,1,1,4,0,1157,1,2,0,0,42490,2.0,13,8,1,25.0,2,17,12,11,1.0,3.0,3.0,2,3
33,0,0,1,1,3,0,1158,1,2,1,2,140260,1.0,12,8,0,1.0,4,1,0,0,2.0,3.0,2.0,3,3
38,0,1,1,19,3,0,1159,0,2,0,1,68930,0.0,17,8,0,16.0,3,15,5,8,4.0,2.0,3.0,3,3
31,0,1,1,10,4,1,1160,0,3,0,1,61250,0.0,13,8,1,3.0,3,2,1,2,1.0,3.0,3.0,3,3
38,0,2,1,1,4,5,1161,1,2,1,1,36690,2.0,19,8,0,10.0,2,8,7,7,1.0,3.0,3.0,3,3
42,0,1,1,6,3,1,1162,1,2,2,2,100080,6.0,19,8,1,9.0,3,4,1,2,4.0,1.0,2.0,1,3
41,0,1,0,2,2,1,1163,1,1,4,1,23870,3.0,17,8,1,12.0,1,5,1,0,4.0,4.0,3.0,1,3
47,0,0,1,21,2,1,1164,1,1,0,1,46390,0.0,11,8,1,14.0,2,13,5,12,3.0,2.0,1.0,2,3
35,0,1,1,4,3,0,1165,1,2,4,1,78980,7.0,15,8,0,5.0,2,2,2,2,4.0,3.0,3.0,2,3
22,0,1,2,12,1,4,1166,1,2,0,0,25340,0.0,11,8,0,4.0,1,3,1,2,4.0,3.0,4.0,3,3
35,0,1,1,9,3,1,1167,0,2,0,0,131420,1.0,25,8,2,10.0,4,10,0,8,2.0,3.0,3.0,3,4
33,0,1,0,3,4,1,1168,1,3,4,1,16110,0.0,14,8,0,10.0,2,9,8,1,2.0,4.0,3.0,2,3
32,0,1,1,3,2,3,1169,1,3,3,0,53630,1.0,13,8,0,6.0,4,6,4,1,3.0,2.0,3.0,3,3
40,0,1,1,1,4,1,1170,1,2,7,1,50710,8.0,17,8,1,8.0,3,1,0,0,1.0,4.0,2.0,2,3
32,0,1,1,1,2,1,1171,1,3,0,1,136950,0.0,13,8,0,3.0,3,2,2,2,2.0,2.0,3.0,3,3
39,0,1,1,4,4,0,1172,1,1,0,0,134020,7.0,14,8,1,18.0,1,7,1,7,1.0,4.0,3.0,3,3
38,0,1,0,20,4,1,1173,0,2,7,1,20290,3.0,11,8,1,20.0,3,18,1,11,2.0,3.0,3.0,2,3
32,0,1,1,18,3,0,1174,1,2,5,1,63770,1.0,12,8,2,14.0,3,14,5,7,3.0,4.0,3.0,3,3
37,0,1,1,1,3,0,1175,0,4,0,1,54290,1.0,17,8,1,16.0,3,16,6,8,3.0,4.0,3.0,3,3
25,0,1,1,2,4,1,1176,0,2,3,2,27850,0.0,21,8,0,6.0,2,5,0,4,1.0,3.0,2.0,3,4
52,0,0,1,2,4,5,1177,1,1,5,2,46140,2.0,16,8,1,16.0,3,9,0,0,1.0,4.0,2.0,3,3
44,0,1,1,8,1,0,1178,0,1,6,0,26100,6.0,15,8,0,6.0,2,4,1,2,2.0,4.0,3.0,3,3
21,0,1,0,10,5,1,1179,1,3,1,0,66870,1.0,19,8,3,2.0,0,2,1,2,3.0,1.0,3.0,3,3
39,0,0,1,3,4,0,1180,0,2,7,0,47240,2.0,12,8,1,21.0,4,6,1,3,4.0,4.0,2.0,4,3
23,1,2,1,2,4,0,1181,0,2,3,1,61790,1.0,11,8,0,1.0,3,1,1,0,4.0,1.0,2.0,3,3
36,0,1,1,24,3,0,1182,0,2,2,1,61200,0.0,19,8,0,10.0,2,9,3,4,1.0,4.0,3.0,3,3
36,0,2,1,16,1,1,1183,1,2,0,2,105960,7.0,15,8,0,18.0,3,4,0,2,4.0,2.0,3.0,2,3
56,0,0,1,8,1,0,1184,1,1,0,2,54670,1.0,20,8,0,13.0,6,13,1,9,3.0,3.0,2.0,2,4
29,1,1,1,9,4,1,1185,1,2,6,1,29960,9.0,25,8,0,4.0,4,2,2,2,1.0,4.0,4.0,3,4
42,0,1,1,17,1,0,1186,1,3,1,1,99980,5.0,24,8,2,24.0,3,22,4,14,1.0,3.0,2.0,2,4
56,1,1,0,10,4,5,1187,1,2,0,1,40780,8.0,24,8,1,14.0,3,10,9,8,4.0,3.0,1.0,3,4
41,0,1,1,13,4,0,1188,0,1,4,1,109200,0.0,15,8,1,21.0,3,20,0,10,1.0,2.0,3.0,4,3
34,0,1,0,1,3,1,1189,0,1,2,1,62320,1.0,13,8,1,8.0,3,8,1,7,4.0,3.0,3.0,3,3
36,0,0,0,1,1,1,1190,0,1,8,2,132470,1.0,14,8,0,15.0,3,15,11,11,4.0,4.0,2.0,3,3
41,0,1,1,1,5,1,1191,1,1,4,2,40810,2.0,13,8,0,14.0,3,5,0,4,3.0,2.0,3.0,3,3
32,0,1,0,9,4,0,1192,0,2,1,0,57690,1.0,11,8,0,4.0,3,4,1,2,4.0,1.0,3.0,3,3
35,0,1,1,16,3,1,1193,0,2,4,0,23940,1.0,16,8,1,9.0,3,9,1,7,3.0,4.0,3.0,3,3
38,0,1,1,23,3,1,1194,1,3,6,1,39040,1.0,22,8,0,10.0,3,10,1,9,1.0,4.0,3.0,2,4
50,1,2,0,4,2,0,1195,0,2,2,2,167990,7.0,14,8,1,12.0,2,6,0,1,2.0,3.0,3.0,2,3
36,0,1,1,22,4,0,1196,1,1,4,1,29500,4.0,14,8,0,8.0,1,6,0,0,2.0,4.0,2.0,2,3
45,0,1,0,24,3,0,1197,1,1,2,0,36290,8.0,16,8,1,8.0,2,5,0,1,4.0,3.0,3.0,4,3
40,0,1,0,10,4,0,1198,1,1,1,0,93620,2.0,11,8,1,8.0,6,2,2,2,3.0,3.0,3.0,3,3
35,0,2,0,7,2,0,1199,1,2,3,1,32290,1.0,25,8,0,10.0,2,10,0,2,3.0,3.0,4.0,2,4
40,0,1,1,17,4,0,1200,1,1,5,1,35780,2.0,14,8,1,20.0,2,5,0,2,3.0,3.0,3.0,3,3
35,0,1,2,14,1,0,1201,1,2,1,1,79880,1.0,18,8,0,4.0,3,4,1,1,3.0,4.0,3.0,3,3
29,0,1,1,1,3,1,1202,1,3,0,1,42840,4.0,11,8,0,10.0,5,4,0,3,4.0,2.0,3.0,2,3
29,0,1,1,5,3,1,1203,1,2,6,0,75530,1.0,19,8,0,5.0,3,5,0,4,4.0,1.0,1.0,3,3
50,1,1,1,17,3,1,1204,1,1,1,2,173280,4.0,15,8,2,20.0,1,3,2,0,4.0,1.0,3.0,3,3
39,0,1,0,25,3,1,1205,1,2,0,1,197010,0.0,11,8,0,21.0,3,20,9,6,2.0,4.0,2.0,4,3
31,0,0,1,8,4,0,1206,0,4,0,0,147320,0.0,12,8,0,10.0,3,9,1,7,2.0,1.0,3.0,3,3
26,0,1,1,11,4,1,1207,1,2,5,0,92780,0.0,20,8,0,5.0,3,4,0,0,4.0,3.0,3.0,3,4
36,0,2,1,5,1,3,1208,1,1,0,1,13590,4.0,12,8,0,17.0,2,5,0,3,3.0,4.0,3.0,3,3
39,0,1,1,2,1,1,1209,0,1,1,1,47790,4.0,14,8,2,9.0,3,7,1,7,4.0,1.0,3.0,3,3
27,0,1,1,8,2,1,1210,1,1,2,1,164220,1.0,20,8,1,6.0,3,6,0,3,2.0,2.0,3.0,3,4
49,0,2,1,6,1,1,1211,1,3,4,1,29960,2.0,18,8,1,17.0,2,9,0,8,4.0,2.0,2.0,2,3
34,0,1,0,4,3,1,1212,0,1,0,1,12610,2.0,14,8,1,6.0,6,4,1,2,2.0,3.0,4.0,3,3
41,1,1,1,7,2,0,1213,0,1,1,0,20990,8.0,12,8,1,8.0,2,6,0,5,2.0,4.0,1.0,3,3
49,0,2,0,1,4,0,1214,0,2,3,1,58100,1.0,21,8,1,10.0,2,10,1,7,3.0,2.0,3.0,3,4
37,1,1,1,2,3,0,1215,1,1,0,0,56470,6.0,19,8,0,7.0,2,0,0,0,4.0,3.0,3.0,3,3
33,0,2,1,10,2,1,1216,1,2,1,1,34200,1.0,14,8,0,8.0,3,8,3,0,4.0,3.0,3.0,3,3
27,0,1,0,5,4,1,1217,0,4,3,1,44000,9.0,17,8,1,6.0,3,2,2,2,1.0,2.0,3.0,2,3
32,0,2,1,9,2,1,1218,0,2,1,0,35000,0.0,16,8,1,8.0,2,7,3,6,4.0,4.0,2.0,2,3
59,0,1,0,2,2,2,1219,0,5,6,1,20660,4.0,12,8,1,12.0,3,1,0,0,3.0,1.0,2.0,3,3
30,0,1,1,11,4,1,1220,1,2,2,2,171690,1.0,17,8,2,1.0,2,1,0,0,4.0,3.0,3.0,3,3
38,0,2,0,18,4,0,1221,1,2,4,0,41620,0.0,15,8,1,10.0,1,9,1,8,4.0,3.0,3.0,3,3
36,0,1,1,7,3,0,1222,1,1,0,1,92040,6.0,23,8,1,17.0,2,7,7,7,3.0,3.0,2.0,3,4
35,0,1,2,3,4,4,1223,1,2,5,1,32940,0.0,11,8,0,6.0,2,5,0,3,1.0,2.0,3.0,3,3
29,0,1,0,29,4,0,1224,1,2,2,0,21270,0.0,11,8,1,10.0,3,9,0,8,4.0,3.0,3.0,2,3
31,0,1,1,2,2,1,1225,1,2,2,2,39750,1.0,15,8,1,5.0,3,5,4,3,3.0,3.0,2.0,3,3
34,0,1,1,28,3,3,1226,1,1,2,2,107930,0.0,11,8,3,3.0,1,2,1,2,2.0,4.0,3.0,2,3
28,1,1,1,1,4,0,1227,1,5,7,0,100960,5.0,13,8,0,6.0,2,4,0,3,3.0,3.0,3.0,3,3
29,0,1,1,16,2,0,1228,0,4,2,2,36460,1.0,14,8,0,10.0,3,10,8,8,2.0,1.0,3.0,4,3
32,0,1,2,22,3,4,1229,0,2,7,2,74460,0.0,19,8,0,7.0,3,6,0,5,1.0,2.0,2.0,3,3
22,0,0,1,8,3,0,1230,0,3,0,2,108510,1.0,16,8,1,1.0,2,1,0,0,4.0,4.0,2.0,4,3
53,0,1,1,11,3,1,1231,1,2,5,1,21090,2.0,13,8,0,31.0,3,25,3,7,1.0,4.0,3.0,3,3
38,0,1,1,29,3,0,1232,0,1,3,0,37220,5.0,14,8,0,6.0,0,3,1,2,4.0,4.0,3.0,3,3
24,0,0,1,1,5,0,1233,1,3,1,2,93800,0.0,16,8,0,5.0,2,4,1,3,1.0,3.0,2.0,2,3
36,1,1,1,1,3,0,1234,1,1,7,0,54860,7.0,12,8,1,10.0,2,5,0,3,3.0,1.0,3.0,3,3
34,0,1,0,24,3,2,1235,1,4,1,0,27420,0.0,11,8,1,13.0,2,12,2,11,1.0,2.0,3.0,3,3
21,0,1,0,2,3,0,1236,1,2,3,0,137570,1.0,12,8,1,0.0,3,0,0,0,3.0,4.0,3.0,3,3
34,1,1,0,15,2,2,1237,0,2,1,0,84630,2.0,13,8,0,8.0,2,4,1,3,2.0,1.0,3.0,1,3
53,0,1,0,2,1,0,1238,1,5,8,2,31620,4.0,15,8,0,26.0,4,14,4,8,3.0,3.0,2.0,3,3
32,1,2,1,10,3,1,1239,0,2,3,0,165980,1.0,13,8,0,10.0,2,10,6,7,2.0,1.0,3.0,3,3
42,0,1,1,10,3,3,1240,1,2,2,1,66510,0.0,20,8,0,10.0,5,9,4,2,3.0,2.0,3.0,2,4
44,0,1,1,3,1,0,1241,0,1,3,1,23450,3.0,15,8,2,24.0,0,22,5,17,1.0,4.0,3.0,3,3
46,0,1,0,2,3,0,1242,0,1,1,0,34200,3.0,13,8,2,22.0,3,2,2,1,2.0,1.0,2.0,1,3
33,0,1,0,3,3,1,1243,1,1,3,0,43730,4.0,14,8,0,7.0,3,1,0,0,3.0,4.0,3.0,3,3
44,0,1,2,26,3,0,1244,1,5,4,1,47590,2.0,21,8,0,9.0,2,4,1,3,4.0,4.0,4.0,3,4
30,0,1,1,1,4,3,1245,0,1,1,0,53010,1.0,16,8,1,10.0,3,10,1,8,4.0,3.0,3.0,3,3
39,1,1,2,1,4,1,1246,1,1,0,1,36730,3.0,14,8,1,19.0,3,1,0,0,4.0,4.0,4.0,3,3
24,1,1,2,2,5,4,1247,1,3,0,1,47680,2.0,11,8,1,6.0,2,2,2,0,2.0,4.0,2.0,2,3
43,0,1,0,9,5,3,1248,0,1,7,2,12740,1.0,19,8,0,6.0,3,5,1,4,4.0,3.0,2.0,2,3
50,1,1,1,12,4,1,1249,1,1,7,1,49000,1.0,11,8,0,3.0,3,3,0,2,1.0,3.0,3.0,2,3
35,0,1,0,2,4,2,1250,1,3,3,1,104660,1.0,13,8,0,2.0,1,2,2,2,4.0,4.0,3.0,3,3
36,0,1,1,25,1,0,1251,0,4,0,1,170070,9.0,12,8,1,6.0,2,1,0,0,2.0,1.0,4.0,2,3
33,0,2,0,9,2,2,1252,1,4,8,1,29090,2.0,11,8,0,10.0,2,5,1,3,3.0,1.0,3.0,2,3
35,0,1,1,10,1,1,1253,1,1,1,2,57650,1.0,14,8,1,1.0,2,1,0,0,3.0,4.0,3.0,3,3
27,0,1,0,8,2,2,1254,0,3,1,2,45990,1.0,15,8,1,1.0,3,1,0,0,4.0,1.0,3.0,2,3
26,1,1,0,4,3,2,1255,1,2,5,0,24040,1.0,12,8,0,1.0,6,1,0,1,1.0,3.0,2.0,3,3
27,0,2,0,24,3,0,1256,1,4,4,0,31720,1.0,20,8,1,9.0,1,9,1,7,4.0,3.0,3.0,3,4
30,0,2,1,1,4,1,1257,1,1,1,0,20330,1.0,14,8,1,12.0,3,12,3,7,3.0,4.0,3.0,1,3
41,1,1,0,20,4,2,1258,1,2,0,1,102090,1.0,13,8,1,23.0,2,22,15,8,2.0,3.0,3.0,3,3
34,0,0,1,7,2,3,1259,0,1,1,0,86200,0.0,13,8,1,10.0,2,9,8,7,2.0,3.0,3.0,2,3
37,0,1,1,17,3,0,1260,0,3,0,1,20640,4.0,16,8,0,8.0,3,1,0,0,2.0,2.0,3.0,2,3
46,0,2,1,20,3,3,1261,1,3,0,0,40350,4.0,14,8,1,14.0,2,9,0,8,1.0,4.0,3.0,3,3
35,0,1,1,8,4,1,1262,0,3,1,1,38380,1.0,16,8,1,1.0,2,1,0,1,4.0,4.0,3.0,3,3
48,1,1,1,2,4,3,1263,0,1,0,0,45910,9.0,16,8,0,23.0,6,1,0,0,1.0,3.0,3.0,1,3
28,1,1,1,10,1,1,1264,1,1,0,0,25610,1.0,22,8,1,2.0,3,2,2,2,3.0,3.0,2.0,3,4
44,0,1,1,1,1,1,1265,0,3,1,2,15630,5.0,12,8,2,9.0,3,4,1,3,2.0,1.0,2.0,3,3
